Name,Brand,Category,Price,Rating,Ingredients,Description,price_category,dry_skin_compatibility,oily_skin_compatibility,sensitive_skin_compatibility,combination_skin_compatibility,normal_skin_compatibility
Drunk Elephant Lipstick May,Drunk Elephant,Lipstick,35.27,3.5,Vitamin C Centella Asiatica Oatmeal Allantoin Green Tea Zinc,A hydrating and brightening lipstick enriched with Vitamin C and Centella Asiatica,affordable,0.0,0.5,1.0,0.0,0.5
Estee Lauder Foundation Possible,Estee Lauder,Foundation,32.62,3.7,Green Tea Squalane Glycerin Ceramides,A hydrating and soothing foundation enriched with Green Tea and Squalane,affordable,1.0,0.0,0.5,0.5,0.0
NYX Eyeshadow Available,NYX,Eyeshadow,13.71,4.6,Madecassoside Panthenol Centella Asiatica Green Tea Calendula Bisabolol,A nourishing and soothing eyeshadow enriched with Madecassoside and Panthenol,budget,0.0,0.0,1.0,0.0,0.0
Laneige Eyeshadow Various,Laneige,Eyeshadow,41.45,3.8,Aloe Vera Antioxidants Ceramides Green Tea Vitamin E Ceramides,A anti aging and mattifying eyeshadow enriched with Aloe Vera and Antioxidants,affordable,1.0,0.0,1.0,1.0,1.0
CeraVe Mask Range,CeraVe,Mask,76.88,4.5,Argan Oil Glycerin Vitamin E Hyaluronic Acid,A nourishing and brightening mask enriched with Argan Oil and Glycerin,luxury,1.0,0.0,0.0,1.0,0.5
Clinique Foundation Raise,Clinique,Foundation,51.03,4.1,Retinol Witch Hazel Tea Tree Oil Charcoal Kaolin Centella Asiatica Zinc,A anti aging and revitalizing foundation enriched with Retinol and Witch Hazel,premium,0.0,1.0,0.5,0.0,0.0
Maybelline Foundation Operation,Maybelline,Foundation,84.96,3.6,Glycerin Bisabolol Madecassoside Panthenol Chamomile Antioxidants Green Tea,A pore minimizing and mattifying foundation enriched with Glycerin and Bisabolol,luxury,0.5,0.0,1.0,0.5,0.5
Fenty Beauty Cleanser Music,Fenty Beauty,Cleanser,40.77,3.1,Vitamin C Madecassoside Coenzyme Q10 Retinol Niacinamide Antioxidants Aloe Vera,A anti aging and nourishing cleanser enriched with Vitamin C and Madecassoside,affordable,0.5,0.5,0.5,1.0,1.0
Fenty Beauty Blush Sort,Fenty Beauty,Blush,30.43,4.2,Oatmeal Green Tea Panthenol Centella Asiatica Bisabolol,A soothing and pore minimizing blush enriched with Oatmeal and Green Tea,affordable,0.0,0.0,1.0,0.0,0.0
The Ordinary Sunscreen Quality,The Ordinary,Sunscreen,61.8,4.7,Niacinamide Peptides Panthenol Coenzyme Q10,A pore minimizing and nourishing sunscreen enriched with Niacinamide and Peptides,premium,0.0,0.5,0.0,0.5,1.0
L Oreal Mask Meet,L Oreal,Mask,55.76,4.5,Glycerin Aloe Vera Shea Butter,A anti aging and mattifying mask enriched with Glycerin and Aloe Vera,premium,1.0,0.0,0.5,1.0,0.5
The Ordinary Lipstick Thing,The Ordinary,Lipstick,23.93,4.4,Ceramides Vitamin E Squalane,A pore minimizing and revitalizing lipstick enriched with Ceramides and Vitamin E,budget,1.0,0.0,0.0,0.5,0.5
Estee Lauder Serum Risk,Estee Lauder,Serum,79.78,4.6,Salicylic Acid Kaolin Niacinamide Tea Tree Oil,A pore minimizing and nourishing serum enriched with Salicylic Acid and Kaolin,luxury,0.0,1.0,0.0,0.5,0.0
Maybelline Serum Guy,Maybelline,Serum,26.16,3.6,Jojoba Oil Peptides Allantoin Aloe Vera Squalane Green Tea Ceramides,A anti aging and pore minimizing serum enriched with Jojoba Oil and Peptides,budget,1.0,0.0,1.0,1.0,1.0
Clinique Sunscreen Scene,Clinique,Sunscreen,57.22,4.4,Allantoin Madecassoside Oatmeal Calendula Hyaluronic Acid Aloe Vera Green Tea,A soothing and clarifying sunscreen enriched with Allantoin and Madecassoside,premium,1.0,0.0,1.0,1.0,0.5
Maybelline Lipstick Someone,Maybelline,Lipstick,70.8,4.8,Allantoin Calendula Aloe Vera Aloe Vera,A hydrating and anti aging lipstick enriched with Allantoin and Calendula,luxury,0.5,0.0,1.0,0.5,0.5
Glossier Moisturizer Role,Glossier,Moisturizer,45.83,4.8,Vitamin E Glycerin Vitamin E Hyaluronic Acid Ceramides Green Tea Green Tea Niacinamide,A clarifying and nourishing moisturizer enriched with Vitamin E and Glycerin,affordable,1.0,0.5,0.5,1.0,0.5
Laneige Moisturizer Then,Laneige,Moisturizer,65.96,3.4,Calendula Glycolic Acid Centella Asiatica Jojoba Oil Panthenol Oatmeal,A brightening and revitalizing moisturizer enriched with Calendula and Glycolic Acid,premium,0.5,0.0,1.0,0.5,0.0
Estee Lauder Eyeshadow Must,Estee Lauder,Eyeshadow,59.65,4.1,Aloe Vera Vitamin E Hyaluronic Acid Peptides,A revitalizing and mattifying eyeshadow enriched with Aloe Vera and Vitamin E,premium,1.0,0.0,0.5,1.0,1.0
Tatcha Serum Moment,Tatcha,Serum,28.44,4.3,Avocado Oil Squalane Vitamin E Hyaluronic Acid Hyaluronic Acid Green Tea,A brightening and anti aging serum enriched with Avocado Oil and Squalane,affordable,1.0,0.0,0.5,1.0,0.5
L Oreal Blush Often,L Oreal,Blush,34.3,4.1,Hyaluronic Acid Bisabolol Ceramides Peptides Vitamin C Niacinamide Vitamin E,A mattifying and revitalizing blush enriched with Hyaluronic Acid and Bisabolol,affordable,1.0,0.5,0.0,1.0,1.0
Tatcha Mask Actually,Tatcha,Mask,83.49,3.8,Vitamin E Antioxidants Niacinamide Aloe Vera Allantoin Coenzyme Q10,A soothing and hydrating mask enriched with Vitamin E and Antioxidants,luxury,0.5,0.5,1.0,1.0,1.0
Glossier Sunscreen Message,Glossier,Sunscreen,37.26,4.7,Aloe Vera Salicylic Acid Shea Butter Avocado Oil Hyaluronic Acid Argan Oil Ceramides,A calming and nourishing sunscreen enriched with Aloe Vera and Salicylic Acid,affordable,1.0,0.5,0.5,1.0,0.5
Drunk Elephant Foundation Pay,Drunk Elephant,Foundation,40.02,4.5,Vitamin E Aloe Vera Niacinamide,A hydrating and revitalizing foundation enriched with Vitamin E and Aloe Vera,affordable,0.5,0.5,0.5,1.0,1.0
Clinique Sunscreen Worker,Clinique,Sunscreen,73.72,3.4,Chamomile Centella Asiatica Madecassoside Calendula Allantoin Green Tea Vitamin E Witch Hazel,A pore minimizing and nourishing sunscreen enriched with Chamomile and Centella Asiatica,luxury,0.0,0.5,1.0,0.5,0.5
Maybelline Cleanser Collection,Maybelline,Cleanser,29.08,3.3,Ceramides Squalane Aloe Vera Green Tea Vitamin E Green Tea,A anti aging and soothing cleanser enriched with Ceramides and Squalane,affordable,1.0,0.0,1.0,1.0,1.0
Clinique Moisturizer Involve,Clinique,Moisturizer,58.46,4.6,Aloe Vera Squalane Oatmeal Jojoba Oil Charcoal Glycerin,A anti aging and nourishing moisturizer enriched with Aloe Vera and Squalane,premium,1.0,0.5,1.0,1.0,0.5
Estee Lauder Serum Every,Estee Lauder,Serum,60.14,4.2,Jojoba Oil Charcoal Retinol Jojoba Oil Kaolin,A mattifying and soothing serum enriched with Jojoba Oil and Charcoal,premium,0.5,0.5,0.0,0.5,0.0
Estee Lauder Eyeshadow Building,Estee Lauder,Eyeshadow,78.1,3.2,Niacinamide Hyaluronic Acid Aloe Vera Ceramides Vitamin E Panthenol Peptides,A soothing and clarifying eyeshadow enriched with Niacinamide and Hyaluronic Acid,luxury,1.0,0.5,0.5,1.0,1.0
Tatcha Cleanser Identify,Tatcha,Cleanser,36.37,4.8,Niacinamide Ceramides Bisabolol Aloe Vera Hyaluronic Acid Vitamin E Green Tea Hyaluronic Acid,A brightening and anti aging cleanser enriched with Niacinamide and Ceramides,affordable,1.0,0.5,1.0,1.0,1.0
L Oreal Moisturizer Financial,L Oreal,Moisturizer,16.43,4.9,Glycerin Ceramides Argan Oil,A soothing and nourishing moisturizer enriched with Glycerin and Ceramides,budget,1.0,0.0,0.0,0.5,0.0
CeraVe Cleanser Admit,CeraVe,Cleanser,85.52,3.0,Salicylic Acid Charcoal,A clarifying and anti aging cleanser enriched with Salicylic Acid and Charcoal,luxury,0.0,1.0,0.0,0.0,0.0
Laneige Concealer Identify,Laneige,Concealer,36.56,3.6,Tea Tree Oil Glycolic Acid Retinol Salicylic Acid Charcoal Zinc,A mattifying and anti aging concealer enriched with Tea Tree Oil and Glycolic Acid,affordable,0.0,1.0,0.0,0.0,0.0
Laneige Eyeshadow Describe,Laneige,Eyeshadow,49.99,3.5,Vitamin E Glycerin Green Tea,A brightening and soothing eyeshadow enriched with Vitamin E and Glycerin,premium,0.5,0.0,0.5,1.0,0.5
Tatcha Cleanser Machine,Tatcha,Cleanser,74.39,4.4,Madecassoside Green Tea Chamomile Panthenol Bisabolol Jojoba Oil,A nourishing and calming cleanser enriched with Madecassoside and Green Tea,luxury,0.5,0.0,1.0,0.5,0.0
L Oreal Concealer Site,L Oreal,Concealer,65.7,4.4,Oatmeal Ceramides Panthenol Calendula Chamomile Allantoin Aloe Vera Hyaluronic Acid,A mattifying and nourishing concealer enriched with Oatmeal and Ceramides,premium,1.0,0.0,1.0,1.0,0.5
Clinique Cleanser Discussion,Clinique,Cleanser,43.24,4.0,Coenzyme Q10 Vitamin E Vitamin E Niacinamide Aloe Vera Antioxidants Niacinamide Peptides,A nourishing and calming cleanser enriched with Coenzyme Q10 and Vitamin E,affordable,0.5,0.5,0.5,1.0,1.0
Innisfree Lipstick Half,Innisfree,Lipstick,56.73,3.9,Coenzyme Q10 Centella Asiatica Hyaluronic Acid Vitamin C Ceramides Niacinamide,A soothing and clarifying lipstick enriched with Coenzyme Q10 and Centella Asiatica,premium,1.0,0.5,0.5,1.0,1.0
L Oreal Sunscreen Area,L Oreal,Sunscreen,30.07,5.0,Green Tea Glycolic Acid Tea Tree Oil Witch Hazel Kaolin Hyaluronic Acid Charcoal,A anti aging and calming sunscreen enriched with Green Tea and Glycolic Acid,affordable,0.5,1.0,0.5,0.5,0.0
CeraVe Sunscreen Later,CeraVe,Sunscreen,37.13,3.9,Niacinamide Vitamin E Kaolin,A hydrating and anti aging sunscreen enriched with Niacinamide and Vitamin E,affordable,0.0,0.5,0.0,1.0,0.5
Drunk Elephant Serum Action,Drunk Elephant,Serum,77.71,4.1,Bisabolol Panthenol Calendula,A soothing and anti aging serum enriched with Bisabolol and Panthenol,luxury,0.0,0.0,0.5,0.0,0.0
CeraVe Blush Check,CeraVe,Blush,63.56,4.1,Allantoin Aloe Vera Green Tea Green Tea Ceramides,A hydrating and anti aging blush enriched with Allantoin and Aloe Vera,premium,1.0,0.0,1.0,0.5,0.5
Drunk Elephant Serum Floor,Drunk Elephant,Serum,22.94,3.5,Glycolic Acid Niacinamide Zinc Shea Butter Aloe Vera Salicylic Acid,A mattifying and brightening serum enriched with Glycolic Acid and Niacinamide,budget,1.0,1.0,0.5,1.0,0.5
L Oreal Sunscreen Heavy,L Oreal,Sunscreen,65.19,5.0,Charcoal Bisabolol Glycolic Acid Salicylic Acid Niacinamide,A mattifying and revitalizing sunscreen enriched with Charcoal and Bisabolol,premium,0.0,1.0,0.0,0.5,0.0
Fenty Beauty Moisturizer Instead,Fenty Beauty,Moisturizer,43.67,4.4,Calendula Shea Butter Zinc Niacinamide Tea Tree Oil Kaolin Clay Glycolic Acid,A brightening and nourishing moisturizer enriched with Calendula and Shea Butter,affordable,0.5,1.0,0.5,0.5,0.0
L Oreal Lipstick Wide,L Oreal,Lipstick,34.95,3.7,Zinc Niacinamide Glycolic Acid Kaolin Salicylic Acid,A soothing and pore minimizing lipstick enriched with Zinc and Niacinamide,affordable,0.0,1.0,0.0,0.5,0.0
Laneige Eyeshadow Once,Laneige,Eyeshadow,51.14,4.9,Glycerin Jojoba Oil Ceramides Argan Oil,A hydrating and clarifying eyeshadow enriched with Glycerin and Jojoba Oil,premium,1.0,0.0,0.0,1.0,0.0
L Oreal Foundation Under,L Oreal,Foundation,33.95,3.2,Oatmeal Aloe Vera Green Tea,A brightening and anti aging foundation enriched with Oatmeal and Aloe Vera,affordable,0.5,0.0,1.0,0.5,0.5
Estee Lauder Mask Inside,Estee Lauder,Mask,79.43,4.4,Squalane Shea Butter Jojoba Oil Avocado Oil Green Tea Hyaluronic Acid Glycerin,A mattifying and revitalizing mask enriched with Squalane and Shea Butter,luxury,1.0,0.0,0.5,1.0,0.0
Rare Beauty Mask Usually,Rare Beauty,Mask,45.56,3.1,Ceramides Shea Butter Aloe Vera Allantoin Argan Oil Vitamin E,A calming and hydrating mask enriched with Ceramides and Shea Butter,affordable,1.0,0.0,1.0,1.0,1.0
Neutrogena Sunscreen Management,Neutrogena,Sunscreen,55.01,4.5,Charcoal Niacinamide Retinol Tea Tree Oil Salicylic Acid Vitamin C,A nourishing and anti aging sunscreen enriched with Charcoal and Niacinamide,premium,0.0,1.0,0.0,0.5,0.5
Laneige Mask Against,Laneige,Mask,23.94,3.1,Ceramides Niacinamide Glycolic Acid Jojoba Oil Panthenol Aloe Vera Hyaluronic Acid,A nourishing and soothing mask enriched with Ceramides and Niacinamide,budget,1.0,0.5,0.5,1.0,0.5
Rare Beauty Foundation Behind,Rare Beauty,Foundation,26.44,4.8,Niacinamide Vitamin E Jojoba Oil,A revitalizing and hydrating foundation enriched with Niacinamide and Vitamin E,budget,0.5,0.5,0.0,1.0,0.5
The Ordinary Moisturizer View,The Ordinary,Moisturizer,72.24,4.5,Jojoba Oil Calendula Madecassoside Centella Asiatica Panthenol,A revitalizing and brightening moisturizer enriched with Jojoba Oil and Calendula,luxury,0.5,0.0,1.0,0.5,0.0
Fenty Beauty Serum If,Fenty Beauty,Serum,71.37,4.2,Antioxidants Glycerin Vitamin E Aloe Vera,A revitalizing and nourishing serum enriched with Antioxidants and Glycerin,luxury,1.0,0.0,0.5,1.0,1.0
Clinique Cleanser Drive,Clinique,Cleanser,71.85,4.3,Glycerin Aloe Vera Ceramides Hyaluronic Acid Aloe Vera Jojoba Oil,A hydrating and brightening cleanser enriched with Glycerin and Aloe Vera,luxury,1.0,0.0,0.5,1.0,0.5
Estee Lauder Foundation Card,Estee Lauder,Foundation,41.41,3.4,Aloe Vera Glycolic Acid Aloe Vera Hyaluronic Acid Ceramides Vitamin C Antioxidants Peptides,A nourishing and brightening foundation enriched with Aloe Vera and Glycolic Acid,affordable,1.0,0.0,0.5,1.0,1.0
NYX Eyeshadow Look,NYX,Eyeshadow,27.26,3.8,Hyaluronic Acid Niacinamide Salicylic Acid Kaolin Charcoal Chamomile,A clarifying and mattifying eyeshadow enriched with Hyaluronic Acid and Niacinamide,budget,0.5,1.0,0.5,1.0,0.0
Clinique Blush Money,Clinique,Blush,37.39,4.2,Niacinamide Retinol Witch Hazel Peptides Salicylic Acid Squalane,A calming and anti aging blush enriched with Niacinamide and Retinol,affordable,0.5,1.0,0.0,0.5,0.5
Glossier Eyeshadow According,Glossier,Eyeshadow,18.42,4.3,Clay Hyaluronic Acid Jojoba Oil Green Tea,A hydrating and anti aging eyeshadow enriched with Clay and Hyaluronic Acid,budget,1.0,0.5,0.5,1.0,0.0
CeraVe Moisturizer Hotel,CeraVe,Moisturizer,39.0,4.5,Aloe Vera Vitamin E Squalane Peptides,A brightening and pore minimizing moisturizer enriched with Aloe Vera and Vitamin E,affordable,1.0,0.0,0.5,1.0,1.0
Laneige Lipstick Main,Laneige,Lipstick,45.23,4.8,Glycerin Retinol Niacinamide Kaolin Salicylic Acid,A anti aging and pore minimizing lipstick enriched with Glycerin and Retinol,affordable,0.5,1.0,0.0,1.0,0.0
Drunk Elephant Sunscreen Bad,Drunk Elephant,Sunscreen,7.26,3.8,Niacinamide Hyaluronic Acid Ceramides Aloe Vera Squalane Antioxidants,A mattifying and hydrating sunscreen enriched with Niacinamide and Hyaluronic Acid,budget,1.0,0.5,0.5,1.0,1.0
Rare Beauty Concealer Data,Rare Beauty,Concealer,32.88,4.7,Calendula Chamomile Green Tea Madecassoside Bisabolol Clay Shea Butter,A mattifying and pore minimizing concealer enriched with Calendula and Chamomile,affordable,0.5,0.5,1.0,0.0,0.0
The Ordinary Cleanser Street,The Ordinary,Cleanser,38.48,4.1,Ceramides Glycerin Clay Jojoba Oil Argan Oil Hyaluronic Acid Vitamin E Glycerin,A calming and soothing cleanser enriched with Ceramides and Glycerin,affordable,1.0,0.5,0.0,1.0,0.5
Innisfree Blush Turn,Innisfree,Blush,78.05,4.4,Glycolic Acid Coenzyme Q10 Vitamin E Antioxidants Hyaluronic Acid Aloe Vera,A revitalizing and pore minimizing blush enriched with Glycolic Acid and Coenzyme Q10,luxury,1.0,0.0,0.5,1.0,1.0
Neutrogena Foundation Word,Neutrogena,Foundation,33.71,3.1,Squalane Jojoba Oil Hyaluronic Acid Ceramides Niacinamide Vitamin E,A brightening and nourishing foundation enriched with Squalane and Jojoba Oil,affordable,1.0,0.5,0.0,1.0,0.5
Innisfree Serum Thousand,Innisfree,Serum,15.0,3.7,Madecassoside Vitamin E Aloe Vera Glycerin Niacinamide Jojoba Oil,A hydrating and anti aging serum enriched with Madecassoside and Vitamin E,budget,1.0,0.5,0.5,1.0,1.0
CeraVe Eyeshadow Actually,CeraVe,Eyeshadow,73.2,4.4,Vitamin C Vitamin E Chamomile Antioxidants Salicylic Acid Ceramides Peptides,A hydrating and clarifying eyeshadow enriched with Vitamin C and Vitamin E,luxury,0.5,0.5,0.5,0.5,1.0
Fenty Beauty Mask Sound,Fenty Beauty,Mask,33.36,3.9,Aloe Vera Hyaluronic Acid Jojoba Oil Niacinamide,A revitalizing and pore minimizing mask enriched with Aloe Vera and Hyaluronic Acid,affordable,1.0,0.5,0.5,1.0,0.5
Drunk Elephant Serum Discover,Drunk Elephant,Serum,84.45,4.3,Argan Oil Squalane Glycerin Shea Butter Vitamin E Avocado Oil,A mattifying and clarifying serum enriched with Argan Oil and Squalane,luxury,1.0,0.0,0.0,1.0,0.5
Rare Beauty Lipstick Want,Rare Beauty,Lipstick,8.18,4.8,Aloe Vera Avocado Oil Vitamin E Jojoba Oil,A calming and nourishing lipstick enriched with Aloe Vera and Avocado Oil,budget,1.0,0.0,0.5,1.0,1.0
Fenty Beauty Mask Ready,Fenty Beauty,Mask,87.91,4.7,Zinc Clay Salicylic Acid Glycolic Acid,A pore minimizing and calming mask enriched with Zinc and Clay,luxury,0.0,1.0,0.0,0.0,0.0
L Oreal Sunscreen Run,L Oreal,Sunscreen,10.69,4.7,Hyaluronic Acid Squalane Aloe Vera Niacinamide,A clarifying and soothing sunscreen enriched with Hyaluronic Acid and Squalane,budget,1.0,0.5,0.5,1.0,0.5
Neutrogena Moisturizer Much,Neutrogena,Moisturizer,35.01,4.0,Kaolin Centella Asiatica Zinc Tea Tree Oil,A pore minimizing and anti aging moisturizer enriched with Kaolin and Centella Asiatica,affordable,0.0,1.0,0.5,0.0,0.0
Laneige Sunscreen Poor,Laneige,Sunscreen,23.21,4.6,Bisabolol Madecassoside Shea Butter Peptides Green Tea,A brightening and anti aging sunscreen enriched with Bisabolol and Madecassoside,budget,0.5,0.0,0.5,0.0,0.5
Glossier Foundation Protect,Glossier,Foundation,20.58,4.7,Shea Butter Antioxidants Avocado Oil Zinc Aloe Vera,A revitalizing and calming foundation enriched with Shea Butter and Antioxidants,budget,1.0,0.5,0.5,0.5,1.0
NYX Blush Another,NYX,Blush,81.54,4.7,Vitamin C Panthenol Aloe Vera Chamomile Bisabolol Calendula Aloe Vera,A pore minimizing and clarifying blush enriched with Vitamin C and Panthenol,luxury,0.5,0.0,1.0,0.5,1.0
Laneige Blush Physical,Laneige,Blush,46.81,3.8,Coenzyme Q10 Vitamin C Ceramides Niacinamide Retinol Vitamin E Hyaluronic Acid,A revitalizing and soothing blush enriched with Coenzyme Q10 and Vitamin C,affordable,1.0,0.5,0.0,1.0,1.0
Maybelline Cleanser Coach,Maybelline,Cleanser,37.88,4.5,Centella Asiatica Chamomile Hyaluronic Acid Aloe Vera Antioxidants,A pore minimizing and hydrating cleanser enriched with Centella Asiatica and Chamomile,affordable,1.0,0.0,1.0,1.0,1.0
Drunk Elephant Eyeshadow Even,Drunk Elephant,Eyeshadow,8.98,4.7,Kaolin Clay Witch Hazel,A hydrating and nourishing eyeshadow enriched with Kaolin and Clay,budget,0.0,1.0,0.0,0.0,0.0
Estee Lauder Mask Have,Estee Lauder,Mask,29.66,4.4,Glycerin Vitamin E Green Tea Green Tea Niacinamide Jojoba Oil,A mattifying and nourishing mask enriched with Glycerin and Vitamin E,affordable,1.0,0.5,0.5,1.0,0.5
CeraVe Lipstick Its,CeraVe,Lipstick,31.82,3.0,Jojoba Oil Niacinamide Retinol Vitamin C Vitamin E Peptides,A hydrating and clarifying lipstick enriched with Jojoba Oil and Niacinamide,affordable,0.5,0.5,0.0,1.0,1.0
CeraVe Cleanser Lay,CeraVe,Cleanser,51.25,4.3,Charcoal Retinol Kaolin,A pore minimizing and brightening cleanser enriched with Charcoal and Retinol,premium,0.0,0.5,0.0,0.0,0.0
Clinique Foundation Actually,Clinique,Foundation,31.32,4.6,Vitamin E Vitamin E Aloe Vera Coenzyme Q10 Jojoba Oil Green Tea,A soothing and nourishing foundation enriched with Vitamin E and Vitamin E,affordable,1.0,0.0,1.0,1.0,1.0
Estee Lauder Eyeshadow Painting,Estee Lauder,Eyeshadow,10.1,4.4,Clay Shea Butter Glycerin,A anti aging and clarifying eyeshadow enriched with Clay and Shea Butter,budget,1.0,0.5,0.0,0.5,0.0
Clinique Concealer Affect,Clinique,Concealer,58.88,4.6,Jojoba Oil Hyaluronic Acid Aloe Vera,A mattifying and brightening concealer enriched with Jojoba Oil and Hyaluronic Acid,premium,1.0,0.0,0.5,1.0,0.5
The Ordinary Moisturizer Happy,The Ordinary,Moisturizer,27.02,4.5,Clay Chamomile Jojoba Oil Tea Tree Oil Witch Hazel Retinol,A revitalizing and hydrating moisturizer enriched with Clay and Chamomile,budget,0.5,1.0,0.5,0.5,0.0
Neutrogena Foundation Know,Neutrogena,Foundation,31.29,3.7,Oatmeal Panthenol Bisabolol Calendula Green Tea Aloe Vera,A pore minimizing and mattifying foundation enriched with Oatmeal and Panthenol,affordable,0.5,0.0,1.0,0.5,0.5
Clinique Mask May,Clinique,Mask,41.39,4.2,Ceramides Vitamin E Jojoba Oil Chamomile Ceramides,A anti aging and mattifying mask enriched with Ceramides and Vitamin E,affordable,1.0,0.0,0.5,1.0,0.5
Tatcha Eyeshadow Education,Tatcha,Eyeshadow,59.51,4.7,Ceramides Glycerin Charcoal Aloe Vera,A brightening and pore minimizing eyeshadow enriched with Ceramides and Glycerin,premium,1.0,0.5,0.5,1.0,0.5
CeraVe Serum Standard,CeraVe,Serum,79.75,4.0,Avocado Oil Aloe Vera,A clarifying and anti aging serum enriched with Avocado Oil and Aloe Vera,luxury,0.5,0.0,0.5,0.5,0.5
L Oreal Concealer Hand,L Oreal,Concealer,11.51,4.4,Niacinamide Zinc Hyaluronic Acid Witch Hazel Tea Tree Oil Charcoal,A anti aging and revitalizing concealer enriched with Niacinamide and Zinc,budget,0.5,1.0,0.0,1.0,0.0
L Oreal Mask Despite,L Oreal,Mask,18.25,4.4,Panthenol Bisabolol Charcoal,A soothing and clarifying mask enriched with Panthenol and Bisabolol,budget,0.0,0.5,0.0,0.0,0.0
NYX Eyeshadow Catch,NYX,Eyeshadow,80.51,4.4,Panthenol Calendula Aloe Vera,A brightening and mattifying eyeshadow enriched with Panthenol and Calendula,luxury,0.5,0.0,1.0,0.5,0.5
CeraVe Blush Improve,CeraVe,Blush,63.24,3.3,Allantoin Calendula Panthenol Bisabolol Chamomile,A clarifying and hydrating blush enriched with Allantoin and Calendula,premium,0.0,0.0,1.0,0.0,0.0
Rare Beauty Foundation Tv,Rare Beauty,Foundation,81.54,3.1,Aloe Vera Green Tea,A nourishing and clarifying foundation enriched with Aloe Vera and Green Tea,luxury,0.5,0.0,1.0,0.5,0.5
Clinique Mask People,Clinique,Mask,13.62,4.3,Aloe Vera Witch Hazel Ceramides Hyaluronic Acid,A nourishing and mattifying mask enriched with Aloe Vera and Witch Hazel,budget,1.0,0.5,0.5,1.0,0.5
Laneige Lipstick Speech,Laneige,Lipstick,89.95,3.0,Ceramides Peptides Vitamin E Hyaluronic Acid,A brightening and mattifying lipstick enriched with Ceramides and Peptides,luxury,1.0,0.0,0.0,1.0,1.0
Tatcha Mask Amount,Tatcha,Mask,62.54,3.3,Vitamin E Ceramides Bisabolol,A mattifying and revitalizing mask enriched with Vitamin E and Ceramides,premium,0.5,0.0,0.0,0.5,0.5
The Ordinary Foundation Very,The Ordinary,Foundation,6.26,4.1,Niacinamide Vitamin C Antioxidants Peptides Coenzyme Q10 Vitamin E,A hydrating and clarifying foundation enriched with Niacinamide and Vitamin C,budget,0.0,0.5,0.0,1.0,1.0
Glossier Moisturizer Natural,Glossier,Moisturizer,63.39,3.6,Aloe Vera Zinc Squalane Vitamin E,A revitalizing and brightening moisturizer enriched with Aloe Vera and Zinc,premium,1.0,0.5,0.5,1.0,1.0
NYX Mask Face,NYX,Mask,81.73,3.3,Jojoba Oil Coenzyme Q10 Jojoba Oil Ceramides Glycerin,A clarifying and calming mask enriched with Jojoba Oil and Coenzyme Q10,luxury,1.0,0.0,0.0,1.0,0.5
Glossier Lipstick Worker,Glossier,Lipstick,68.54,3.1,Vitamin C Salicylic Acid Glycolic Acid Charcoal,A nourishing and brightening lipstick enriched with Vitamin C and Salicylic Acid,premium,0.0,1.0,0.0,0.0,0.5
CeraVe Cleanser Partner,CeraVe,Cleanser,34.35,3.2,Charcoal Tea Tree Oil Witch Hazel Vitamin E Zinc,A soothing and pore minimizing cleanser enriched with Charcoal and Tea Tree Oil,affordable,0.0,1.0,0.0,0.5,0.5
Tatcha Serum Collection,Tatcha,Serum,16.89,3.0,Niacinamide Vitamin C Glycerin Ceramides Coenzyme Q10 Aloe Vera,A mattifying and hydrating serum enriched with Niacinamide and Vitamin C,budget,1.0,0.5,0.5,1.0,1.0
Clinique Eyeshadow Public,Clinique,Eyeshadow,71.78,3.5,Charcoal Clay Witch Hazel Glycerin Retinol Glycolic Acid Salicylic Acid,A clarifying and pore minimizing eyeshadow enriched with Charcoal and Clay,luxury,0.5,1.0,0.0,0.5,0.0
Tatcha Mask Behind,Tatcha,Mask,32.17,4.0,Hyaluronic Acid Jojoba Oil Argan Oil Aloe Vera Ceramides Squalane,A pore minimizing and nourishing mask enriched with Hyaluronic Acid and Jojoba Oil,affordable,1.0,0.0,0.5,1.0,0.5
CeraVe Mask Ago,CeraVe,Mask,22.37,4.7,Squalane Kaolin Aloe Vera Niacinamide,A anti aging and soothing mask enriched with Squalane and Kaolin,budget,1.0,0.5,0.5,1.0,0.5
L Oreal Cleanser Suffer,L Oreal,Cleanser,37.69,3.2,Argan Oil Glycerin Panthenol Coenzyme Q10,A brightening and soothing cleanser enriched with Argan Oil and Glycerin,affordable,0.5,0.0,0.0,0.5,0.5
L Oreal Serum Organization,L Oreal,Serum,85.25,3.9,Aloe Vera Allantoin Madecassoside Chamomile,A anti aging and brightening serum enriched with Aloe Vera and Allantoin,luxury,0.5,0.0,1.0,0.5,0.5
Innisfree Foundation That,Innisfree,Foundation,64.05,4.7,Witch Hazel Charcoal Jojoba Oil Salicylic Acid Squalane Clay Glycolic Acid,A calming and pore minimizing foundation enriched with Witch Hazel and Charcoal,premium,1.0,1.0,0.0,0.5,0.0
CeraVe Serum Important,CeraVe,Serum,68.35,4.5,Niacinamide Aloe Vera Glycolic Acid,A hydrating and nourishing serum enriched with Niacinamide and Aloe Vera,premium,0.5,0.5,0.5,1.0,0.5
The Ordinary Moisturizer Green,The Ordinary,Moisturizer,73.77,3.0,Zinc Jojoba Oil Aloe Vera Witch Hazel,A brightening and soothing moisturizer enriched with Zinc and Jojoba Oil,luxury,1.0,1.0,0.5,1.0,0.5
